fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,color
6.6,0.4,0.46,6.2,0.055999999999999994,241.0,0.9968,3.5,0.6,9.9,5,1
5.9,0.435,0.16,6.4,0.031,134.0,0.99151,3.24,0.46,12.2,6,1
7.8,0.29,0.29,3.15,0.044000000000000004,117.0,0.9915299999999999,3.24,0.35,11.5,5,1
7.1,0.2,0.31,7.4,0.053,211.0,0.99587,3.31,0.59,10.4,6,1
6.5,0.33,0.3,3.8,0.036000000000000004,88.0,0.9902799999999999,3.25,0.63,12.5,7,1
11.5,0.35,0.49,3.3,0.07,37.0,1.0003,3.32,0.91,11.0,6,0
6.6,0.36,0.24,0.9,0.038,72.0,0.99066,3.23,0.39,11.0,5,1
6.9,0.25,0.35,9.2,0.034,150.0,0.9947,3.21,0.36,11.5,6,1
7.3,0.24,0.34,7.5,0.048,152.0,0.9962,3.1,0.54,9.0,5,1
6.1,0.28,0.32,2.5,0.042,218.5,0.9935,3.27,0.6,9.8,5,1
7.6,0.48,0.37,0.8,0.037000000000000005,100.0,0.9902,3.03,0.39,11.4,4,1
7.5,0.23,0.49,7.7,0.049,209.0,0.9941,3.14,0.3,11.1,7,1
6.4,0.31,0.26,13.2,0.046,205.0,0.9975,3.17,0.41,9.6,5,1
5.0,0.255,0.22,2.7,0.043,153.0,0.9923799999999999,3.75,0.76,11.3,6,1
7.4,0.6,0.26,7.3,0.07,121.0,0.9982,3.37,0.49,9.4,5,0
7.4,0.18,0.3,8.8,0.064,103.0,0.9961,2.94,0.56,9.3,5,1
6.1,0.23,0.27,9.8,0.055,134.0,0.99534,3.16,0.4,10.2,6,1
6.4,0.27,0.49,7.3,0.046,206.0,0.9956,3.24,0.43,9.2,6,1
5.7,0.335,0.34,1.0,0.04,174.0,0.992,3.27,0.66,10.0,5,1
7.8,0.57,0.31,1.8,0.069,120.0,0.99625,3.29,0.53,9.3,5,0
7.4,0.2,0.37,16.95,0.048,190.0,0.9995,3.03,0.42,9.2,6,1
6.8,0.64,0.08,9.7,0.062,142.0,0.9972,3.37,0.46,8.9,4,1
6.9,0.52,0.25,2.6,0.081,37.0,0.99685,3.46,0.5,11.0,5,0
8.3,0.85,0.14,2.5,0.09300000000000001,54.0,0.99724,3.36,0.54,10.1,5,0
6.5,0.58,0.0,2.2,0.096,13.0,0.9955700000000001,3.62,0.62,11.5,4,0
8.2,0.23,0.37,1.3,0.042,117.0,0.9928,2.99,0.36,10.0,5,1
6.7,0.5,0.36,11.5,0.096,92.0,0.9964200000000001,3.11,0.49,9.6,5,1
7.9,0.18,0.4,1.8,0.062,20.0,0.9941,3.28,0.7,11.1,5,0
6.4,0.5,0.16,12.9,0.042,138.0,0.9974,3.28,0.33,9.0,5,1
7.1,0.71,0.0,1.9,0.08,35.0,0.9972,3.47,0.55,9.4,5,0
6.9,0.22,0.28,7.8,0.05,116.0,0.99326,3.22,0.6,11.5,8,1
6.9,0.44,0.18,11.8,0.051,126.0,0.9975,3.23,0.48,9.1,5,1
7.8,0.18,0.31,12.2,0.053,140.0,0.998,3.06,0.53,8.9,6,1
7.3,0.28,0.43,1.7,0.08,123.0,0.9905,3.19,0.42,12.8,5,1
6.5,0.16,0.34,1.4,0.028999999999999998,133.0,0.99108,3.33,0.64,11.5,7,1
6.6,0.8,0.03,7.8,0.079,12.0,0.9963,3.52,0.5,12.2,5,0
6.5,0.27,0.26,8.2,0.042,133.0,0.9961200000000001,3.43,0.64,9.8,6,1
6.4,0.38,0.14,2.2,0.038,25.0,0.9951399999999999,3.44,0.65,11.1,6,0
8.0,0.38,0.44,1.9,0.098,15.0,0.9956,3.3,0.64,11.4,6,0
7.4,0.32,0.27,1.4,0.049,173.0,0.99335,3.03,0.52,9.3,5,1
6.9,0.28,0.37,9.1,0.037000000000000005,76.0,0.9948,3.05,0.54,11.1,5,1
6.7,0.24,0.36,8.4,0.042,123.0,0.9947299999999999,3.34,0.52,10.9,6,1
7.7,0.43,0.28,4.5,0.046,102.0,0.9918,3.16,0.56,12.2,7,1
7.3,0.33,0.22,1.4,0.040999999999999995,177.0,0.99287,3.14,0.48,9.9,5,1
7.8,0.3,0.4,1.8,0.027999999999999997,122.0,0.9914,3.14,0.39,10.9,7,1
7.2,0.23,0.33,12.7,0.049,183.0,0.9987,3.41,0.4,9.8,5,1
8.5,0.21,0.52,1.9,0.09,23.0,0.9964799999999999,3.36,0.67,10.4,5,0
5.7,0.21,0.24,2.3,0.047,189.0,0.995,3.65,0.72,10.1,6,1
7.1,0.21,0.28,2.7,0.034,111.0,0.99405,3.35,0.64,10.2,4,1
8.9,0.745,0.18,2.5,0.077,48.0,0.99739,3.2,0.47,9.7,6,0
6.6,0.25,0.35,2.9,0.034,121.0,0.99008,3.19,0.4,12.8,6,1
8.9,0.31,0.57,2.0,0.111,85.0,0.9971,3.26,0.53,9.7,5,0
7.6,0.39,0.32,3.6,0.035,93.0,0.99144,3.08,0.6,12.5,7,1
5.6,0.28,0.28,4.2,0.044000000000000004,158.0,0.992,3.35,0.44,10.7,7,1
7.6,0.37,0.34,3.2,0.027999999999999997,162.0,0.9903,3.01,0.33,12.4,6,1
7.0,0.26,0.26,10.8,0.039,184.0,0.99787,3.47,0.58,10.3,7,1
7.7,0.32,0.61,11.8,0.040999999999999995,188.0,0.9979399999999999,3.0,0.54,9.3,5,1
6.6,0.17,0.35,2.6,0.03,78.0,0.99146,3.22,0.72,11.3,6,1
7.4,0.15,0.42,1.7,0.045,154.0,0.992,3.0,0.6,10.4,6,1
6.2,0.3,0.2,6.6,0.045,170.0,0.9944,3.36,0.45,10.4,6,1
7.4,0.33,0.44,7.6,0.05,227.0,0.99679,3.12,0.52,9.0,5,1
6.2,0.33,0.41,16.8,0.037000000000000005,173.0,0.99882,3.25,0.57,9.4,6,1
5.3,0.16,0.39,1.0,0.027999999999999997,101.0,0.99156,3.57,0.59,10.6,6,1
6.3,0.19,0.32,2.8,0.046,80.0,0.9904299999999999,2.92,0.47,11.05,6,1
6.1,0.31,0.26,2.2,0.051,167.0,0.9926,3.37,0.47,10.4,6,1
8.1,0.26,0.27,4.3,0.03,123.0,0.9921200000000001,3.16,0.33,11.2,6,1
7.4,0.18,0.36,13.1,0.055999999999999994,163.0,1.0,3.42,0.35,9.1,6,1
6.6,0.33,0.24,16.05,0.045,147.0,0.9982200000000001,3.08,0.52,9.2,5,1
7.6,0.3,0.37,1.6,0.087,177.0,0.9943799999999999,3.09,0.5,9.8,5,1
7.5,0.58,0.03,4.1,0.08,46.0,0.99592,3.02,0.47,9.2,5,0
7.1,0.43,0.25,2.8,0.036000000000000004,132.0,0.98975,3.21,0.47,13.4,6,1
8.3,0.23,0.3,2.1,0.049,153.0,0.9953,3.09,0.5,9.6,6,1
8.1,0.545,0.18,1.9,0.08,35.0,0.9972,3.3,0.59,9.0,6,0
7.7,0.39,0.49,7.7,0.036000000000000004,110.0,0.9966,3.33,0.76,10.0,6,1
7.3,0.67,0.05,3.6,0.107,20.0,0.9972,3.4,0.63,10.1,5,0
6.7,0.12,0.3,5.2,0.048,113.0,0.9935200000000001,3.33,0.44,10.1,7,1
6.3,1.02,0.0,2.0,0.083,24.0,0.9943700000000001,3.59,0.55,11.2,4,0
6.9,0.29,0.25,12.2,0.04,136.0,0.9955200000000001,3.05,0.65,10.4,6,1
9.0,0.58,0.25,2.0,0.10400000000000001,21.0,0.99769,3.27,0.72,9.6,5,0
7.7,0.3,0.42,14.3,0.045,213.0,0.9991,3.18,0.63,9.2,5,1
9.2,0.35,0.39,0.9,0.042,61.0,0.9924,2.96,0.28,10.4,4,1
7.6,0.2,0.3,14.2,0.055999999999999994,212.5,0.9990000000000001,3.14,0.46,8.9,8,1
6.4,0.35,0.2,5.7,0.034,117.0,0.9944,3.33,0.43,10.1,5,1
8.1,0.575,0.22,2.1,0.077,65.0,0.9967,3.29,0.51,9.2,5,0
6.9,0.29,0.23,8.6,0.055999999999999994,215.0,0.9967,3.17,0.44,8.8,5,1
7.6,0.445,0.44,14.5,0.045,212.0,0.9986,3.48,0.36,10.0,6,1
15.5,0.645,0.49,4.2,0.095,23.0,1.00315,2.92,0.74,11.1,5,0
6.3,0.2,0.4,1.5,0.037000000000000005,107.0,0.9917,3.46,0.5,11.4,6,1
6.8,0.26,0.22,4.8,0.040999999999999995,198.0,0.9943700000000001,3.29,0.67,10.6,5,1
6.4,0.26,0.35,7.7,0.055999999999999994,191.0,0.9952700000000001,3.16,0.5,9.5,5,1
6.0,0.19,0.71,1.5,0.152,55.0,0.9927,3.12,0.46,9.8,6,1
8.1,0.33,0.44,1.5,0.042,12.0,0.9954200000000001,3.35,0.61,10.7,5,0
6.7,0.23,0.33,1.8,0.036000000000000004,96.0,0.9925,3.32,0.4,10.8,6,1
6.5,0.88,0.03,5.6,0.079,47.0,0.99572,3.58,0.5,11.2,4,0
6.3,0.37,0.28,6.3,0.034,152.0,0.9921,3.29,0.46,11.6,7,1
6.3,0.23,0.5,10.4,0.043,132.0,0.9954200000000001,2.86,0.46,9.1,6,1
7.0,0.22,0.31,2.7,0.03,136.0,0.9898,3.16,0.37,12.7,7,1
6.8,0.17,0.17,5.1,0.049,82.0,0.993,3.0,0.38,9.8,6,1
8.4,0.35,0.56,13.8,0.048,190.0,0.9993,3.07,0.58,9.4,6,1
6.5,0.18,0.33,1.4,0.028999999999999998,138.0,0.9911399999999999,3.36,0.6,11.5,7,1
6.5,0.24,0.32,7.6,0.038,203.0,0.9958,3.45,0.54,9.7,7,1
6.2,0.25,0.47,11.6,0.048,210.0,0.9968,3.19,0.5,9.5,5,1
6.6,0.735,0.02,7.9,0.122,124.0,0.9994,3.47,0.53,9.9,5,0
6.2,0.3,0.31,1.6,0.035,106.0,0.9891399999999999,3.26,0.39,12.9,7,1
6.5,0.19,0.27,4.9,0.037000000000000005,101.0,0.9916,3.17,0.41,11.8,6,1
7.3,0.4,0.24,6.7,0.057999999999999996,166.0,0.995,3.2,0.41,9.9,6,1
6.8,0.28,0.4,22.0,0.048,167.0,1.001,2.93,0.5,8.7,5,1
7.7,0.27,0.35,5.3,0.03,117.0,0.992,3.11,0.42,12.2,6,1
6.1,0.28,0.22,1.8,0.034,116.0,0.9898,3.36,0.44,12.6,6,1
7.7,0.49,1.0,19.6,0.03,135.0,0.9973,3.24,0.4,12.0,6,1
7.9,0.32,0.51,1.8,0.341,56.0,0.9969,3.04,1.08,9.2,6,0
5.2,0.34,0.37,6.2,0.031,133.0,0.9907600000000001,3.25,0.41,12.5,6,1
6.9,0.19,0.35,1.7,0.036000000000000004,101.0,0.99315,3.21,0.54,10.8,7,1
7.0,0.45,0.34,19.8,0.04,67.0,0.9976,3.07,0.38,11.0,6,1
6.9,0.22,0.31,6.3,0.028999999999999998,131.0,0.99326,3.08,0.49,10.8,6,1
5.6,0.32,0.32,8.3,0.043,105.0,0.99266,3.24,0.47,11.2,6,1
6.9,0.13,0.28,13.3,0.05,132.0,0.99655,3.34,0.42,10.1,6,1
7.7,0.965,0.1,2.1,0.11199999999999999,22.0,0.9963,3.26,0.5,9.5,5,0
6.1,0.25,0.3,1.2,0.036000000000000004,107.0,0.991,3.34,0.56,10.8,7,1
7.5,0.31,0.51,14.8,0.039,204.0,0.9982,3.06,0.6,9.5,5,1
6.3,0.39,0.22,2.8,0.048,173.0,0.9930399999999999,3.24,0.45,9.8,5,1
7.4,0.31,0.28,1.6,0.05,137.0,0.9929,3.31,0.56,10.5,6,1
6.2,0.25,0.38,7.9,0.045,208.0,0.99572,3.17,0.46,9.1,5,1
7.2,0.39,0.62,11.0,0.047,178.0,0.9976,3.16,0.5,8.7,5,1
6.6,0.4,0.32,1.7,0.035,84.0,0.9909600000000001,3.59,0.48,12.7,7,1
6.2,0.43,0.49,6.4,0.045,115.0,0.9963,3.27,0.57,9.0,4,1
6.4,0.29,0.3,2.9,0.036000000000000004,79.0,0.9903700000000001,3.29,0.6,12.4,7,1
13.7,0.415,0.68,2.9,0.085,43.0,1.0014,3.06,0.8,10.0,6,0
8.9,0.59,0.5,2.0,0.337,81.0,0.9964,3.04,1.61,9.5,6,0
7.6,0.39,0.31,2.3,0.08199999999999999,71.0,0.9982,3.52,0.65,9.7,5,0
6.0,0.16,0.37,1.5,0.025,117.0,0.9928,3.46,0.51,9.7,6,1
6.7,0.26,0.29,7.7,0.038,179.0,0.99479,3.23,0.56,10.4,6,1
5.2,0.48,0.04,1.6,0.054000000000000006,106.0,0.9927,3.54,0.62,12.2,7,0
6.0,0.16,0.36,1.6,0.042,61.0,0.9914299999999999,3.22,0.54,10.8,6,1
8.3,0.22,0.38,14.8,0.054000000000000006,126.0,1.0002,3.22,0.5,9.7,5,1
6.7,0.31,0.3,2.4,0.038,83.0,0.98867,3.09,0.36,12.8,7,1
10.9,0.21,0.49,2.8,0.08800000000000001,32.0,0.9972,3.22,0.68,11.7,6,0
7.9,0.34,0.36,1.9,0.065,10.0,0.99419,3.27,0.54,11.2,7,0
7.0,0.19,0.33,6.3,0.032,127.0,0.99182,3.31,0.38,12.2,6,1
7.3,0.21,0.49,1.8,0.038,152.0,0.9912,3.32,0.44,12.6,7,1
8.2,0.2,0.36,8.1,0.035,163.0,0.9952,3.05,0.3,10.3,6,1
7.2,0.23,0.46,6.4,0.036000000000000004,85.0,0.99279,3.1,0.78,11.7,6,1
7.7,0.27,0.34,1.8,0.027999999999999997,168.0,0.9911,2.99,0.48,12.1,7,1
7.1,0.34,0.28,2.0,0.08199999999999999,68.0,0.9969399999999999,3.45,0.48,9.4,5,0
6.0,0.36,0.32,1.1,0.053,173.0,0.9941399999999999,3.38,0.54,8.8,5,1
8.2,0.52,0.34,1.2,0.042,167.0,0.99366,3.24,0.39,10.6,5,1
7.7,0.3,0.34,1.2,0.048,119.0,0.9908399999999999,3.18,0.34,12.1,6,1
6.7,0.27,0.69,1.2,0.17600000000000002,106.0,0.9928799999999999,2.96,0.43,9.2,6,1
8.0,0.23,0.37,9.6,0.054000000000000006,159.0,0.99795,3.32,0.47,9.8,4,1
5.9,0.12,0.27,4.8,0.03,110.0,0.99226,3.55,0.68,12.1,6,1
6.2,0.32,0.45,2.9,0.028999999999999998,94.0,0.98998,3.25,0.6,12.4,6,1
7.1,0.12,0.3,3.1,0.018000000000000002,37.0,0.9900399999999999,3.02,0.52,11.9,7,1
6.5,0.29,0.52,7.9,0.049,192.0,0.99551,3.16,0.51,9.5,6,1
6.1,0.21,0.4,1.4,0.066,165.0,0.9912,3.25,0.59,11.9,6,0
6.5,0.23,0.33,13.8,0.042,139.0,0.99695,3.35,0.56,10.4,6,1
5.1,0.25,0.36,1.3,0.035,78.0,0.9891,3.23,0.64,12.1,7,1
6.8,0.19,0.36,1.9,0.035,96.0,0.9917,3.15,0.54,10.8,7,1
7.2,0.25,0.28,14.4,0.055,205.0,0.9986,3.12,0.38,9.0,7,1
7.0,0.33,0.32,1.2,0.053,138.0,0.9906,3.13,0.28,11.2,6,1
7.3,0.585,0.18,2.4,0.078,60.0,0.9963799999999999,3.31,0.54,9.8,5,0
8.4,0.19,0.43,2.1,0.052000000000000005,104.0,0.9940000000000001,2.85,0.46,9.5,5,1
6.5,0.19,0.1,1.3,0.046,107.0,0.9937,3.29,0.45,10.0,5,1
7.4,0.29,0.38,1.7,0.062,30.0,0.9968,3.41,0.53,9.5,6,0
7.2,0.695,0.13,2.0,0.076,20.0,0.99546,3.29,0.54,10.1,5,0
7.2,0.2,0.61,16.2,0.043,103.0,0.9987,3.06,0.36,9.2,6,1
5.7,0.26,0.24,17.8,0.059000000000000004,124.0,0.9977299999999999,3.3,0.5,10.1,5,1
7.1,0.34,0.15,1.2,0.053,183.0,0.9936,3.09,0.43,9.2,5,1
7.8,0.24,0.18,6.7,0.046,160.0,0.9963,3.2,0.56,9.8,6,1
7.5,0.49,0.19,1.9,0.076,44.0,0.9957,3.39,0.54,9.7,5,0
6.3,0.23,0.33,6.9,0.052000000000000005,118.0,0.9938,3.23,0.46,10.4,6,1
6.7,0.46,0.24,1.7,0.077,34.0,0.9948,3.39,0.6,10.6,6,0
7.5,0.41,0.23,14.8,0.054000000000000006,174.0,0.99898,3.18,0.49,9.7,5,1
6.7,0.27,0.26,2.3,0.043,181.0,0.9939399999999999,3.45,0.63,10.6,6,1
6.4,0.26,0.3,2.2,0.025,134.0,0.992,3.21,0.47,10.6,6,1
5.8,0.17,0.34,1.8,0.045,170.0,0.99035,3.38,0.9,11.8,8,1
8.4,0.25,0.39,2.0,0.040999999999999995,10.0,0.9938600000000001,3.27,0.71,12.5,7,0
6.3,0.23,0.49,7.1,0.05,210.0,0.9951,3.23,0.34,9.5,5,1
6.9,0.3,0.36,4.5,0.054000000000000006,203.0,0.99513,3.4,0.57,10.4,4,1
5.9,0.15,0.31,5.8,0.040999999999999995,155.0,0.9945,3.52,0.46,10.5,6,1
8.5,0.2,0.4,1.1,0.046,106.0,0.9919399999999999,3.0,0.35,10.5,4,1
7.4,0.25,0.36,2.05,0.05,100.0,0.992,3.19,0.44,10.8,6,1
7.5,0.29,0.67,8.1,0.037000000000000005,166.0,0.9966,2.9,0.41,8.9,6,1
7.1,0.39,0.79,1.4,0.19399999999999998,90.0,0.9921200000000001,3.17,0.46,10.5,6,1
6.8,0.32,0.34,1.2,0.044000000000000004,67.0,0.9919,3.05,0.47,10.6,4,1
6.1,0.48,0.09,1.7,0.078,30.0,0.9940200000000001,3.45,0.54,11.2,6,0
7.3,0.13,0.31,2.3,0.054000000000000006,104.0,0.9924,3.24,0.92,11.5,7,1
9.1,0.34,0.42,1.8,0.057999999999999996,18.0,0.99392,3.18,0.55,11.4,5,0
7.0,0.28,0.33,14.6,0.043,168.0,0.9994,3.34,0.67,8.8,6,1
7.7,0.35,0.46,11.8,0.08800000000000001,183.0,0.9978600000000001,2.86,0.47,9.0,5,1
7.7,0.57,0.21,1.5,0.069,9.0,0.9945799999999999,3.16,0.54,9.8,6,0
6.8,0.27,0.28,7.8,0.038,89.0,0.9915,3.24,0.34,12.5,6,1
6.5,0.27,0.19,4.2,0.046,114.0,0.9955,3.25,0.35,8.6,4,1
6.4,0.23,0.37,7.9,0.05,150.0,0.9948799999999999,2.86,0.49,9.3,6,1
7.0,0.3,0.38,14.9,0.032,181.0,0.9983,3.18,0.61,9.3,7,1
9.5,0.78,0.22,1.9,0.077,32.0,0.9988,3.26,0.56,10.6,6,0
7.3,0.28,0.36,12.7,0.04,140.0,0.998,3.3,0.79,9.6,6,1
7.2,0.19,0.39,1.2,0.036000000000000004,85.0,0.9918,3.16,0.5,10.5,5,1
7.7,0.26,0.3,1.7,0.059000000000000004,38.0,0.9949,3.29,0.47,10.8,6,0
5.6,0.5,0.09,2.3,0.049,99.0,0.9937,3.63,0.63,13.0,5,0
9.1,0.27,0.32,1.1,0.031,151.0,0.9936,3.03,0.41,10.6,5,1
6.5,0.33,0.3,3.8,0.036000000000000004,88.0,0.9902799999999999,3.25,0.63,12.5,7,1
7.0,0.21,0.28,8.6,0.045,221.0,0.9954,3.25,0.54,10.4,6,1
8.3,0.2,0.49,1.7,0.04,169.0,0.9938,3.05,0.37,10.1,5,1
6.1,0.6,0.0,1.3,0.042,79.0,0.9937,3.31,0.38,9.4,4,1
12.4,0.35,0.49,2.6,0.079,69.0,0.9994,3.12,0.75,10.4,6,0
6.0,0.29,0.41,10.8,0.048,149.0,0.9937,3.09,0.59,10.966666666666699,7,1
7.5,0.26,0.26,18.35,0.084,139.0,1.0011,3.17,0.39,8.8,5,1
6.8,0.26,0.33,1.5,0.047,167.0,0.9928,3.12,0.44,10.5,6,1
5.8,0.18,0.37,1.2,0.036000000000000004,74.0,0.9885299999999999,3.09,0.49,12.7,7,1
6.4,0.15,0.44,1.2,0.043,150.0,0.9907,3.14,0.73,11.2,7,1
10.8,0.4,0.41,2.2,0.084,17.0,0.9984,3.08,0.67,9.3,6,0
6.4,0.16,0.44,1.2,0.051,122.0,0.9905799999999999,3.11,0.75,11.3,7,1
6.7,0.25,0.26,13.5,0.06,156.0,0.99784,3.39,0.46,9.9,6,1
7.2,0.2,0.38,1.0,0.037000000000000005,74.0,0.9918,3.21,0.37,11.0,5,1
7.0,0.31,0.52,1.7,0.028999999999999998,61.0,0.9918,3.07,0.43,10.4,5,1
7.9,0.22,0.45,14.2,0.038,141.0,0.9992,3.03,0.46,9.2,6,1
7.1,0.33,0.3,3.3,0.034,102.0,0.9912,3.08,0.31,12.3,7,1
8.3,0.78,0.1,2.6,0.081,87.0,0.9983,3.48,0.53,10.0,5,0
5.8,0.36,0.26,3.3,0.038,153.0,0.9911,3.34,0.55,11.3,6,1
6.2,0.25,0.25,1.4,0.03,105.0,0.9912,3.3,0.44,11.1,7,1
7.3,0.695,0.0,2.5,0.075,13.0,0.998,3.49,0.52,9.2,5,0
7.3,0.24,0.41,13.6,0.05,178.0,0.9988,3.37,0.43,9.7,5,1
10.2,0.645,0.36,1.8,0.053,14.0,0.9982,3.17,0.42,10.0,6,0
7.6,0.345,0.26,1.9,0.043,134.0,0.9936,3.08,0.38,9.5,5,1
6.8,0.34,0.1,1.4,0.049,118.0,0.9936,3.21,0.41,9.5,5,1
6.4,0.37,0.49,13.3,0.045,243.0,0.9982,3.14,0.48,8.5,6,1
5.6,0.19,0.47,4.5,0.03,112.0,0.9922,3.56,0.45,11.2,6,1
5.9,0.24,0.3,2.0,0.033,92.0,0.99225,3.39,0.69,10.9,7,1
6.7,0.25,0.13,1.2,0.040999999999999995,174.0,0.992,3.14,0.42,9.8,5,1
5.8,0.22,0.25,1.5,0.024,109.0,0.99234,3.37,0.58,10.4,6,1
8.8,0.48,0.41,3.3,0.092,52.0,0.9982,3.31,0.53,10.5,6,0
6.6,0.41,0.24,4.9,0.158,144.0,0.99471,3.17,0.49,9.4,5,1
6.5,0.08,0.33,1.9,0.027999999999999997,93.0,0.991,3.34,0.7,12.0,7,1
7.6,0.23,0.4,5.2,0.066,91.0,0.9948799999999999,3.17,0.8,9.7,5,1
6.6,0.3,0.74,4.6,0.040999999999999995,159.0,0.9946,3.21,0.45,9.9,5,1
6.8,0.19,0.71,17.5,0.042,114.0,0.99784,2.85,0.5,9.5,6,1
6.2,0.25,0.54,7.0,0.046,176.0,0.99454,3.19,0.7,10.4,5,1
7.8,0.64,0.0,1.9,0.07200000000000001,55.0,0.9962,3.31,0.63,11.0,5,0
8.9,0.32,0.49,1.6,0.05,131.0,0.9956,3.13,0.34,9.4,5,1
8.9,0.595,0.41,7.9,0.086,109.0,0.9998,3.27,0.57,9.3,5,0
7.6,0.41,0.14,3.0,0.087,43.0,0.9964,3.32,0.57,10.5,6,0
10.5,0.26,0.47,1.9,0.078,24.0,0.9976,3.18,1.04,10.9,7,0
6.8,0.63,0.07,2.1,0.08900000000000001,44.0,0.9953,3.47,0.55,10.4,6,0
7.3,0.19,0.49,15.55,0.057999999999999996,134.0,0.9998,3.42,0.36,9.1,7,1
8.8,0.17,0.38,1.8,0.04,148.0,0.9942,3.16,0.67,10.2,6,1
5.8,0.4,0.42,4.4,0.047,245.0,0.9937,3.25,0.57,9.6,6,1
7.6,0.3,0.37,1.6,0.087,177.0,0.9943799999999999,3.09,0.5,9.8,5,1
7.5,0.34,0.24,3.85,0.031,34.0,0.99098,3.01,0.36,11.8,4,1
8.0,0.26,0.28,8.2,0.038,202.0,0.99566,3.12,0.56,10.0,6,1
7.15,0.17,0.24,9.6,0.11900000000000001,178.0,0.9957799999999999,3.15,0.44,10.2,6,1
7.2,0.34,0.32,2.5,0.09,113.0,0.9966,3.32,0.79,11.1,5,0
7.6,0.67,0.14,1.5,0.07400000000000001,168.0,0.9937,3.05,0.51,9.3,5,1
7.2,0.23,0.39,14.2,0.057999999999999996,192.0,0.9979,2.98,0.48,9.0,7,1
7.6,0.43,0.4,2.7,0.08199999999999999,11.0,0.9953799999999999,3.44,0.54,12.2,6,0
7.2,0.17,0.37,6.9,0.059000000000000004,128.0,0.9932200000000001,3.08,0.46,11.0,7,1
7.5,0.24,0.29,1.1,0.046,84.0,0.9902,3.04,0.39,11.45,6,1
7.0,0.46,0.2,16.7,0.046,184.0,0.99898,3.08,0.56,9.4,5,1
7.3,0.32,0.23,2.3,0.066,70.0,0.9958799999999999,3.43,0.62,10.1,5,0
7.8,0.64,0.1,6.0,0.115,11.0,0.9984,3.37,0.69,10.1,7,0
6.2,0.36,0.27,3.2,0.032,73.0,0.9894200000000001,2.9,0.69,12.6,7,1
5.8,0.2,0.27,1.4,0.031,77.0,0.9905,3.25,0.36,10.9,7,1
6.9,0.22,0.39,6.0,0.035,141.0,0.9912299999999999,3.11,0.33,12.5,6,1
7.2,0.14,0.32,1.1,0.022000000000000002,116.0,0.99218,3.04,0.67,10.0,6,1
6.7,0.23,0.17,1.3,0.061,100.0,0.9925,3.07,0.55,9.5,5,1
7.0,0.28,0.33,14.6,0.043,168.0,0.9994,3.34,0.67,8.8,6,1
7.2,0.52,0.07,1.4,0.07400000000000001,20.0,0.9973,3.32,0.81,9.6,6,0
7.4,0.55,0.22,2.2,0.106,72.0,0.9959,3.05,0.63,9.2,5,0
6.9,0.24,0.35,1.0,0.052000000000000005,146.0,0.993,3.45,0.44,10.0,6,1
8.2,0.35,0.33,2.4,0.076,47.0,0.9959899999999999,3.27,0.81,11.0,6,0
7.2,0.24,0.27,1.4,0.038,122.0,0.9927,3.15,0.46,10.3,6,1
5.7,0.27,0.16,9.0,0.053,111.0,0.99474,3.36,0.37,10.4,6,1
7.1,0.52,0.03,2.6,0.076,92.0,0.99745,3.5,0.6,9.8,5,0
7.6,0.26,0.47,1.6,0.068,55.0,0.9944,3.1,0.45,9.6,5,1
7.6,0.17,0.27,4.6,0.05,98.0,0.9942200000000001,3.08,0.47,9.5,6,1
7.4,0.31,0.74,10.7,0.039,147.0,0.9977,3.02,0.43,8.7,5,1
7.5,0.42,0.14,10.7,0.046,95.0,0.9959,3.22,0.33,10.7,5,1
8.4,0.23,0.49,7.8,0.035,95.0,0.9935,3.04,0.34,12.0,6,1
6.7,0.34,0.31,16.4,0.051,146.0,0.99834,3.06,0.54,9.1,5,1
6.9,0.39,0.24,2.1,0.102,7.0,0.9946200000000001,3.44,0.58,11.4,4,0
6.2,0.23,0.35,0.7,0.051,111.0,0.9916,3.37,0.43,11.0,3,1
6.6,0.32,0.33,2.5,0.052000000000000005,210.0,0.99316,3.15,0.6,10.0,5,1
6.4,0.18,0.31,1.6,0.049,127.0,0.9934,3.6,0.67,10.4,7,1
6.8,0.31,0.42,6.9,0.046,173.0,0.9958,3.19,0.46,9.0,5,1
8.4,0.17,0.31,6.7,0.038,132.0,0.9945,3.1,0.32,10.6,7,1
6.6,0.27,0.3,1.9,0.025,153.0,0.9928,3.29,0.62,10.5,6,1
7.4,0.24,0.4,4.3,0.032,95.0,0.992,3.09,0.39,11.1,6,1
5.9,0.26,0.24,2.4,0.046,132.0,0.99234,3.63,0.73,11.3,5,1
6.8,0.25,0.27,10.7,0.076,154.0,0.9967,3.05,0.38,9.0,5,1
6.6,0.41,0.27,10.7,0.11,103.0,0.99672,3.08,0.41,9.0,6,1
6.8,0.22,0.32,5.9,0.054000000000000006,152.0,0.9938,3.2,0.57,10.8,6,1
7.9,0.11,0.49,4.5,0.048,133.0,0.9946,3.24,0.42,10.6,6,1
7.4,0.18,0.34,2.7,0.03,107.0,0.992,2.97,0.53,11.0,6,1
7.7,0.58,0.1,1.8,0.102,109.0,0.99565,3.08,0.49,9.8,6,0
7.4,0.24,0.22,10.7,0.042,81.0,0.9954,2.86,0.36,9.7,6,1
6.8,0.11,0.27,8.6,0.044000000000000004,104.0,0.99454,3.2,0.37,9.9,6,1
